ID del cliente,Sexo,Edad,Ingresos,Tipo de hogar,Estado civil,Número de hijos,Puntuación de crédito,Tipo de trabajo,Educación,Fecha de inicio de la póliza,Tipo de seguro,Monto del seguro,Fecha del reclamo,Monto del reclamo
727,Masculino,42,458435,Casa,Casado,2,519,Independiente,Universidad,2023-01-26,Hogar,9297,2022-07-16,5903
728,Masculino,25,610907,Casa,Casado,4,692,Empleado,Posgrado,2022-09-24,Hogar,7374,2022-08-09,5985
729,Femenino,43,798858,Departamento,Soltero,1,710,Empresario,Posgrado,2022-11-11,Hogar,8885,2022-04-22,7853
730,Femenino,34,967484,Departamento,Divorciado,5,319,Independiente,Preparatoria,2023-02-08,Hogar,5898,2022-06-18,411
731,Masculino,37,899953,Casa,Divorciado,1,417,Empresario,Posgrado,2022-09-02,Hogar,1673,2022-05-13,790
732,Femenino,74,544731,Departamento,Divorciado,0,824,Empleado,Universidad,2023-02-06,Auto,5029,2022-05-25,344
733,Masculino,75,278976,Departamento,Casado,5,674,Empresario,Universidad,2022-10-16,Salud,5909,2023-01-15,1431
734,Femenino,54,476659,Casa,Soltero,4,817,Empresario,Universidad,2022-07-01,Vida,8611,2023-01-02,410
735,Femenino,73,502385,Departamento,Viudo,0,381,Empleado,Posgrado,2022-05-05,Vida,5067,2022-08-12,1055
736,Femenino,70,693598,Casa,Divorciado,2,762,Empresario,Posgrado,2023-02-14,Hogar,7820,2023-02-08,3464
737,Femenino,20,559927,Casa,Divorciado,5,684,Empleado,Universidad,2022-07-16,Salud,4027,2022-06-24,2626
738,Masculino,47,39231,Departamento,Viudo,1,357,Empleado,Preparatoria,2022-09-29,Auto,2400,2023-01-07,2316
739,Femenino,54,708111,Casa,Casado,3,340,Empleado,Preparatoria,2022-10-16,Salud,9182,2023-01-28,2537
740,Femenino,44,933541,Casa,Viudo,2,540,Independiente,Preparatoria,2022-11-12,Vida,1343,2022-08-20,149
741,Masculino,28,755895,Casa,Casado,5,723,Empresario,Posgrado,2022-04-03,Hogar,5369,2022-06-03,319
742,Masculino,26,923520,Casa,Viudo,0,584,Empleado,Universidad,2023-01-19,Vida,6104,2023-01-28,1422
743,Masculino,21,571148,Departamento,Soltero,1,483,Independiente,Universidad,2022-08-26,Hogar,7543,2022-10-02,1658
744,Femenino,65,425799,Casa,Casado,2,749,Empleado,Posgrado,2022-07-18,Auto,9609,2022-11-15,7713
745,Masculino,41,35067,Casa,Casado,3,838,Independiente,Universidad,2022-04-26,Hogar,7532,2022-05-06,5565
746,Femenino,78,993590,Casa,Divorciado,0,512,Independiente,Preparatoria,2022-08-06,Vida,6029,2022-03-07,5635
747,Femenino,29,697432,Departamento,Casado,1,655,Independiente,Preparatoria,2022-09-12,Hogar,2434,2022-04-14,335
748,Masculino,26,39343,Casa,Divorciado,5,385,Empresario,Universidad,2022-07-23,Vida,6825,2022-07-02,648
749,Femenino,55,388928,Casa,Divorciado,4,542,Empleado,Preparatoria,2022-11-20,Salud,5485,2022-07-12,1123
750,Femenino,49,942414,Casa,Divorciado,5,406,Empresario,Posgrado,2022-12-06,Auto,9320,2022-10-18,9105
751,Femenino,51,783539,Casa,Casado,1,565,Empleado,Posgrado,2023-01-06,Hogar,8250,2022-10-19,6866
752,Femenino,36,435020,Departamento,Divorciado,0,616,Empresario,Universidad,2023-03-05,Hogar,7728,2022-05-26,5998
753,Masculino,56,257427,Casa,Divorciado,0,827,Empleado,Universidad,2022-05-16,Vida,8778,2022-04-18,1287
754,Masculino,51,764639,Casa,Divorciado,3,409,Empresario,Preparatoria,2022-08-01,Auto,4362,2022-08-04,3191
755,Femenino,36,852625,Casa,Divorciado,4,333,Empleado,Posgrado,2022-05-19,Salud,9589,2022-06-12,4667
756,Femenino,57,166868,Departamento,Viudo,2,443,Independiente,Posgrado,2022-05-17,Vida,7996,2022-03-22,5818
757,Femenino,75,207188,Departamento,Casado,4,789,Empleado,Posgrado,2022-04-03,Vida,7377,2022-11-04,3798
758,Masculino,22,563240,Casa,Soltero,1,788,Empleado,Universidad,2023-01-18,Auto,4045,2023-02-10,2291
759,Femenino,24,24945,Casa,Divorciado,5,749,Empresario,Universidad,2022-12-24,Salud,6315,2023-02-26,1909
760,Masculino,65,520750,Casa,Divorciado,2,644,Empresario,Preparatoria,2022-03-30,Vida,1628,2022-05-13,329
761,Masculino,45,66998,Casa,Viudo,2,648,Empresario,Preparatoria,2022-07-24,Vida,6111,2022-11-09,5864
762,Masculino,32,176447,Departamento,Casado,0,767,Independiente,Universidad,2022-04-28,Vida,6841,2022-09-30,5156
763,Masculino,54,42890,Casa,Viudo,3,828,Independiente,Posgrado,2022-08-03,Salud,5949,2022-07-25,2884
764,Masculino,73,358229,Departamento,Viudo,5,743,Empresario,Posgrado,2023-01-24,Hogar,2987,2022-09-07,2112
765,Femenino,68,325248,Casa,Divorciado,0,742,Empresario,Universidad,2022-09-03,Auto,4829,2022-06-03,873
766,Masculino,68,831038,Casa,Soltero,0,743,Empleado,Preparatoria,2022-08-31,Salud,1111,2022-11-28,474
767,Masculino,52,941175,Casa,Divorciado,4,628,Empresario,Posgrado,2022-06-14,Salud,6832,2022-08-26,6619
768,Femenino,22,804798,Casa,Viudo,4,443,Empleado,Posgrado,2022-07-10,Vida,2320,2022-10-14,318
769,Masculino,52,82537,Departamento,Soltero,2,825,Independiente,Preparatoria,2023-02-18,Vida,4934,2022-10-08,126
770,Femenino,58,12535,Casa,Viudo,3,649,Empleado,Posgrado,2022-12-28,Vida,5555,2023-01-09,141
771,Masculino,18,347379,Casa,Divorciado,5,587,Independiente,Posgrado,2022-09-24,Salud,3782,2022-11-23,1920
772,Masculino,78,290845,Departamento,Divorciado,4,714,Empresario,Preparatoria,2022-05-07,Vida,5306,2022-06-13,1276
773,Masculino,54,312318,Casa,Divorciado,1,650,Empresario,Posgrado,2023-01-16,Auto,9024,2022-12-10,6218
774,Femenino,26,562397,Departamento,Divorciado,0,363,Empresario,Universidad,2022-07-06,Auto,8635,2022-11-05,60
775,Femenino,60,477031,Departamento,Viudo,2,519,Empresario,Posgrado,2022-11-09,Salud,1164,2022-11-12,1006
776,Masculino,69,643305,Departamento,Soltero,5,573,Empresario,Posgrado,2022-12-18,Salud,3646,2022-03-06,3186
777,Femenino,58,263833,Departamento,Soltero,3,699,Empleado,Posgrado,2022-03-27,Vida,6245,2022-03-16,5049
778,Femenino,50,243246,Casa,Soltero,1,581,Empleado,Universidad,2022-09-24,Vida,3552,2022-11-24,769
779,Masculino,53,682434,Departamento,Casado,5,324,Independiente,Posgrado,2022-05-23,Hogar,1402,2022-10-06,298
780,Femenino,45,510317,Departamento,Soltero,2,706,Empresario,Preparatoria,2022-05-31,Auto,9561,2022-05-13,2107
781,Femenino,24,599785,Departamento,Divorciado,3,546,Empleado,Preparatoria,2023-01-02,Salud,6842,2022-11-23,6465
782,Masculino,70,125023,Departamento,Viudo,3,508,Empresario,Universidad,2022-04-15,Vida,5498,2023-01-18,4002
783,Femenino,26,84649,Casa,Viudo,1,318,Empleado,Posgrado,2022-08-03,Hogar,4056,2022-11-11,1340
784,Femenino,33,969335,Casa,Soltero,1,514,Empleado,Posgrado,2022-04-13,Auto,7523,2022-12-06,6743
785,Femenino,58,850698,Casa,Viudo,4,844,Independiente,Universidad,2022-07-27,Auto,5445,2023-01-08,607
786,Masculino,53,256179,Departamento,Viudo,4,787,Empresario,Universidad,2022-05-26,Vida,3181,2022-06-02,2853
787,Femenino,21,264815,Casa,Viudo,5,454,Empresario,Posgrado,2022-12-22,Vida,8022,2023-02-05,805
788,Masculino,18,55946,Casa,Divorciado,2,792,Empleado,Posgrado,2023-01-18,Vida,6959,2022-11-06,1735
789,Masculino,43,239854,Departamento,Divorciado,1,603,Empleado,Universidad,2022-07-19,Auto,9033,2022-08-01,1241
790,Masculino,56,438862,Casa,Divorciado,4,557,Empresario,Universidad,2022-03-10,Auto,2353,2022-11-12,1843
791,Masculino,19,611067,Departamento,Casado,3,417,Empresario,Posgrado,2022-06-25,Salud,7049,2022-06-02,495
792,Femenino,21,932285,Casa,Divorciado,4,837,Empresario,Universidad,2022-12-25,Salud,2666,2022-08-02,2599
793,Masculino,69,146884,Casa,Viudo,4,333,Empleado,Universidad,2023-01-16,Hogar,5520,2022-04-01,272
794,Masculino,64,14070,Departamento,Divorciado,4,351,Empresario,Universidad,2022-03-07,Vida,6428,2022-12-08,2723
795,Masculino,47,60269,Departamento,Casado,0,479,Independiente,Posgrado,2022-06-01,Vida,7197,2022-07-29,994
796,Masculino,32,910157,Casa,Casado,1,732,Empleado,Preparatoria,2022-08-31,Hogar,7944,2022-11-26,7927
797,Masculino,76,517444,Casa,Casado,3,540,Independiente,Posgrado,2022-09-25,Auto,5014,2022-08-17,514
798,Femenino,32,317249,Casa,Soltero,1,474,Independiente,Posgrado,2022-05-16,Vida,7442,2022-07-15,144
799,Masculino,71,568863,Casa,Casado,5,615,Empleado,Preparatoria,2022-07-25,Salud,6241,2022-08-16,4033
800,Femenino,27,103850,Casa,Casado,4,672,Independiente,Universidad,2022-05-30,Salud,6337,2023-02-22,3952
801,Femenino,28,25991,Casa,Divorciado,0,825,Empresario,Posgrado,2022-10-02,Salud,6137,2022-12-26,1258
802,Femenino,38,822006,Casa,Viudo,3,709,Empleado,Universidad,2022-09-17,Hogar,4397,2022-08-24,3540
803,Masculino,57,362475,Departamento,Soltero,1,693,Independiente,Preparatoria,2022-12-04,Vida,1063,2022-10-23,1062
804,Masculino,69,412014,Departamento,Casado,1,451,Independiente,Universidad,2022-12-26,Hogar,5289,2022-05-30,3310
805,Femenino,44,177352,Departamento,Casado,5,601,Empleado,Universidad,2023-02-05,Salud,9140,2022-08-01,2124
806,Masculino,37,210097,Casa,Viudo,4,626,Empresario,Universidad,2022-05-30,Salud,4391,2022-12-25,2919
807,Femenino,77,906241,Casa,Divorciado,4,685,Independiente,Preparatoria,2022-04-20,Hogar,3527,2022-04-07,70
808,Femenino,41,404424,Departamento,Divorciado,0,374,Independiente,Preparatoria,2022-06-24,Vida,7087,2022-05-11,46
809,Femenino,48,277937,Departamento,Viudo,0,698,Empresario,Posgrado,2022-11-07,Salud,4801,2022-07-19,573
810,Masculino,18,28742,Departamento,Viudo,5,589,Independiente,Posgrado,2022-08-27,Vida,6979,2022-07-12,1978
811,Femenino,27,254054,Departamento,Viudo,4,594,Independiente,Posgrado,2023-01-15,Vida,3048,2022-12-02,2182
812,Femenino,56,220276,Departamento,Viudo,0,485,Empleado,Universidad,2022-11-02,Salud,6416,2022-03-26,4285
813,Masculino,71,935054,Casa,Soltero,5,787,Empleado,Posgrado,2022-10-16,Hogar,8106,2022-05-05,7805
814,Femenino,36,188953,Casa,Viudo,0,511,Empresario,Posgrado,2022-04-05,Salud,4397,2022-11-05,422
815,Masculino,62,104858,Departamento,Divorciado,4,515,Empresario,Universidad,2022-04-13,Auto,5382,2022-12-13,519
816,Masculino,47,844990,Departamento,Casado,0,496,Empresario,Preparatoria,2022-10-23,Auto,6835,2023-03-04,167
817,Masculino,27,713573,Departamento,Soltero,2,360,Empleado,Preparatoria,2022-07-25,Auto,6542,2022-03-18,1518
818,Femenino,75,760471,Departamento,Casado,3,378,Empleado,Preparatoria,2022-10-30,Hogar,9188,2023-02-01,441
819,Femenino,76,843334,Departamento,Soltero,1,535,Empleado,Universidad,2023-02-18,Auto,1655,2022-10-28,1470
820,Femenino,79,266948,Departamento,Soltero,3,382,Independiente,Posgrado,2022-07-09,Vida,8291,2023-02-28,1599
821,Masculino,41,836203,Casa,Casado,2,380,Empleado,Preparatoria,2022-12-04,Vida,9768,2022-09-24,8411
822,Masculino,62,835200,Casa,Viudo,0,381,Empresario,Universidad,2022-03-19,Vida,8426,2022-07-30,1621
823,Femenino,62,142863,Casa,Casado,0,361,Empresario,Preparatoria,2022-09-14,Hogar,8008,2022-04-28,7825
824,Femenino,24,634944,Casa,Soltero,3,385,Empleado,Posgrado,2022-06-11,Salud,7240,2022-10-16,662
825,Femenino,69,256909,Departamento,Casado,4,449,Empresario,Preparatoria,2022-03-21,Salud,9643,2022-11-02,7057
826,Masculino,70,70017,Departamento,Soltero,5,350,Empleado,Posgrado,2022-03-12,Salud,6878,2022-12-12,6698
827,Masculino,44,636571,Casa,Casado,3,723,Empresario,Posgrado,2022-08-15,Vida,8211,2022-12-03,3273
828,Femenino,66,87453,Casa,Viudo,1,392,Empresario,Preparatoria,2022-09-30,Vida,5169,2022-05-08,2383
829,Masculino,30,984292,Casa,Casado,1,330,Independiente,Universidad,2022-07-16,Auto,8534,2022-05-30,7730
830,Femenino,28,768833,Departamento,Soltero,1,804,Empleado,Preparatoria,2022-06-02,Vida,5615,2022-05-26,4152
831,Masculino,76,276360,Casa,Casado,1,356,Independiente,Posgrado,2022-04-09,Auto,9853,2022-03-25,1973
832,Femenino,18,148392,Departamento,Soltero,5,488,Independiente,Universidad,2022-10-17,Vida,5398,2022-12-16,4372
833,Femenino,33,270420,Departamento,Divorciado,0,382,Empresario,Posgrado,2022-06-08,Hogar,9434,2022-08-27,2936
834,Femenino,35,768535,Departamento,Soltero,2,443,Independiente,Universidad,2022-06-24,Hogar,3267,2022-07-18,3163
835,Femenino,28,922178,Departamento,Viudo,0,646,Empresario,Posgrado,2022-10-15,Vida,3254,2022-08-04,526
836,Femenino,53,754682,Departamento,Casado,1,562,Empresario,Universidad,2023-01-01,Vida,1157,2022-05-16,103
837,Masculino,30,254437,Casa,Viudo,5,592,Independiente,Preparatoria,2022-11-08,Hogar,4684,2022-05-28,1607
838,Femenino,39,666664,Casa,Soltero,4,462,Independiente,Posgrado,2023-02-05,Vida,2267,2022-11-30,1873
839,Masculino,49,480414,Departamento,Casado,2,707,Independiente,Universidad,2022-10-30,Salud,2104,2022-12-28,1398
840,Masculino,50,568062,Departamento,Viudo,3,462,Empresario,Posgrado,2022-05-28,Salud,2264,2022-11-13,515
841,Femenino,74,548710,Casa,Casado,0,315,Empresario,Preparatoria,2022-04-15,Vida,3347,2023-02-15,1196
842,Masculino,80,65986,Casa,Casado,0,338,Empleado,Posgrado,2022-08-09,Vida,9008,2022-08-01,5072
843,Femenino,70,323672,Departamento,Viudo,1,688,Empresario,Posgrado,2022-05-17,Auto,5666,2022-12-25,548
844,Masculino,24,766491,Casa,Casado,1,850,Empleado,Posgrado,2022-09-17,Auto,4837,2022-12-17,2717
845,Femenino,34,468210,Casa,Casado,4,508,Empleado,Preparatoria,2022-05-30,Auto,3589,2022-06-11,2903
846,Masculino,27,658986,Casa,Casado,1,619,Empresario,Posgrado,2023-02-06,Auto,5294,2022-03-14,3334
847,Masculino,29,629723,Departamento,Divorciado,4,618,Empleado,Posgrado,2022-09-29,Auto,4289,2022-06-22,4032
848,Femenino,29,254349,Departamento,Casado,3,802,Empresario,Universidad,2022-09-18,Auto,7684,2022-04-15,5801
849,Femenino,36,236076,Casa,Divorciado,5,488,Empresario,Posgrado,2022-10-19,Hogar,7168,2022-07-22,1261
850,Masculino,45,922396,Departamento,Viudo,2,358,Independiente,Preparatoria,2022-12-05,Salud,2922,2022-04-01,2770
851,Masculino,29,494560,Casa,Casado,5,750,Empresario,Preparatoria,2022-10-29,Salud,7535,2022-05-01,1009
852,Femenino,26,263734,Casa,Divorciado,0,700,Independiente,Universidad,2022-09-19,Salud,9704,2022-07-12,5108
853,Femenino,35,50817,Departamento,Viudo,4,530,Empresario,Posgrado,2023-01-16,Vida,4893,2022-09-06,2714
854,Masculino,31,564853,Departamento,Divorciado,3,403,Empleado,Posgrado,2023-02-04,Vida,5841,2022-08-18,4040
855,Masculino,77,580441,Departamento,Divorciado,3,379,Empresario,Universidad,2023-01-30,Hogar,3983,2023-03-05,1780
856,Femenino,35,903260,Departamento,Viudo,1,577,Independiente,Posgrado,2022-12-13,Salud,7367,2022-04-05,6315
857,Femenino,33,117334,Departamento,Divorciado,4,366,Empleado,Posgrado,2023-01-21,Vida,2944,2022-05-08,1263
858,Femenino,76,278162,Departamento,Soltero,5,673,Empleado,Universidad,2022-06-18,Auto,8953,2022-03-13,6165
859,Masculino,52,173307,Casa,Casado,3,644,Empresario,Universidad,2022-09-01,Hogar,7686,2022-07-02,6966
860,Femenino,39,479113,Casa,Soltero,4,514,Empresario,Posgrado,2022-12-28,Vida,7793,2022-10-23,2349
861,Masculino,48,325609,Casa,Divorciado,0,450,Empresario,Universidad,2023-02-10,Salud,3429,2022-06-29,1069
862,Femenino,59,84085,Departamento,Casado,0,704,Independiente,Universidad,2022-09-28,Salud,2481,2023-03-01,2333
863,Femenino,44,961166,Departamento,Casado,4,386,Empleado,Preparatoria,2023-02-21,Vida,5309,2022-12-31,2437
864,Femenino,47,310168,Casa,Casado,4,523,Empleado,Posgrado,2022-11-01,Salud,1300,2022-09-26,334
865,Femenino,69,40966,Casa,Casado,5,606,Empresario,Preparatoria,2022-10-24,Auto,2580,2022-12-30,2548
866,Femenino,44,463743,Casa,Divorciado,1,406,Empresario,Posgrado,2022-06-03,Salud,3193,2022-09-21,277
867,Masculino,64,240877,Casa,Viudo,5,457,Independiente,Posgrado,2022-07-19,Hogar,1751,2022-03-20,1666
868,Masculino,68,501041,Casa,Viudo,3,556,Empresario,Posgrado,2022-12-24,Salud,9161,2023-01-04,2832
869,Femenino,30,114175,Casa,Soltero,2,423,Empresario,Preparatoria,2022-07-06,Vida,6035,2022-04-19,2688
870,Femenino,44,796026,Casa,Casado,3,684,Empresario,Posgrado,2022-11-28,Vida,3898,2022-11-22,1743
871,Femenino,30,270965,Casa,Soltero,2,756,Empresario,Universidad,2022-09-11,Salud,3660,2023-02-06,2242
872,Masculino,62,508637,Departamento,Divorciado,0,584,Empleado,Preparatoria,2023-03-04,Salud,4060,2022-10-18,120
873,Masculino,59,186797,Casa,Viudo,5,373,Empresario,Universidad,2022-09-17,Auto,8060,2022-09-20,839
874,Femenino,37,767773,Departamento,Viudo,2,739,Independiente,Universidad,2022-09-17,Vida,6410,2023-01-03,1867
875,Femenino,42,494636,Casa,Soltero,5,577,Empleado,Preparatoria,2022-10-21,Vida,4574,2022-10-31,3350
876,Masculino,60,94363,Casa,Viudo,1,527,Empleado,Preparatoria,2022-10-10,Hogar,9393,2022-05-15,4952
877,Femenino,48,99369,Casa,Viudo,2,567,Independiente,Preparatoria,2022-08-19,Vida,5978,2022-03-18,5839
878,Masculino,20,104060,Casa,Divorciado,4,699,Empleado,Preparatoria,2023-03-04,Vida,2455,2022-07-16,667
879,Femenino,53,731407,Casa,Divorciado,3,468,Empresario,Preparatoria,2022-10-29,Salud,2280,2022-06-19,1500
880,Femenino,47,98003,Casa,Soltero,3,487,Independiente,Posgrado,2022-11-01,Hogar,4494,2022-09-08,2876
881,Masculino,20,63986,Departamento,Divorciado,2,620,Empleado,Preparatoria,2022-08-13,Hogar,1282,2023-01-27,1281
882,Femenino,57,29675,Casa,Divorciado,5,344,Empleado,Preparatoria,2022-11-20,Vida,2345,2023-02-23,1378
883,Femenino,69,733604,Departamento,Divorciado,4,793,Empresario,Posgrado,2022-11-22,Salud,3718,2022-08-29,1241
884,Masculino,61,482961,Departamento,Soltero,1,739,Independiente,Universidad,2022-03-27,Salud,1833,2023-02-19,197
885,Femenino,65,968972,Casa,Divorciado,4,471,Independiente,Universidad,2022-09-10,Vida,7733,2022-12-16,1005
886,Femenino,75,367448,Casa,Casado,2,842,Empresario,Posgrado,2022-12-05,Salud,7704,2022-06-23,4797
887,Masculino,45,704979,Departamento,Casado,3,352,Empleado,Universidad,2022-03-09,Hogar,4736,2022-12-15,2279
888,Femenino,52,969962,Departamento,Casado,1,572,Empleado,Posgrado,2022-11-26,Hogar,2251,2022-08-07,404
889,Femenino,62,992110,Departamento,Divorciado,2,420,Empleado,Posgrado,2022-06-25,Hogar,2935,2022-09-29,2495
890,Masculino,35,652465,Departamento,Casado,0,840,Empleado,Posgrado,2022-11-17,Auto,6163,2022-04-14,5068
891,Masculino,72,747578,Casa,Viudo,5,645,Empresario,Posgrado,2022-10-26,Hogar,4056,2022-11-20,838
892,Masculino,61,781306,Casa,Soltero,2,724,Independiente,Preparatoria,2023-02-13,Vida,1137,2022-05-23,344
893,Masculino,64,268886,Departamento,Casado,4,609,Empresario,Universidad,2022-04-12,Vida,3244,2022-08-24,2491
894,Femenino,18,807280,Casa,Casado,2,429,Empresario,Universidad,2022-10-21,Auto,9793,2022-10-29,6284
895,Femenino,31,775555,Departamento,Soltero,3,780,Empresario,Posgrado,2022-06-26,Salud,4250,2022-05-25,420
896,Masculino,26,552621,Departamento,Soltero,2,653,Empleado,Preparatoria,2022-12-14,Salud,4127,2022-04-29,853
897,Femenino,19,592627,Departamento,Viudo,1,479,Empleado,Preparatoria,2022-09-03,Salud,5205,2022-10-07,176
898,Masculino,38,482248,Departamento,Divorciado,2,312,Empleado,Universidad,2022-04-04,Auto,2890,2022-06-20,2394
899,Masculino,46,983691,Departamento,Viudo,5,698,Empleado,Preparatoria,2023-02-10,Hogar,7970,2022-05-05,4350
900,Masculino,64,392909,Casa,Soltero,2,572,Independiente,Universidad,2022-11-02,Auto,5326,2022-03-07,1351
901,Femenino,49,846143,Departamento,Soltero,5,808,Empleado,Posgrado,2022-11-24,Auto,5244,2022-07-01,2496
902,Masculino,32,814446,Departamento,Soltero,0,358,Empresario,Posgrado,2022-12-13,Vida,1323,2022-05-03,940
903,Masculino,45,782607,Departamento,Soltero,4,425,Empleado,Preparatoria,2022-08-09,Vida,9957,2023-03-01,57
904,Masculino,43,19165,Departamento,Divorciado,1,412,Independiente,Universidad,2022-03-27,Hogar,6711,2022-10-18,3954
905,Femenino,64,907831,Departamento,Casado,2,683,Empleado,Posgrado,2022-12-04,Auto,8791,2023-03-05,3249
906,Femenino,32,755445,Departamento,Viudo,1,828,Independiente,Universidad,2022-11-23,Auto,9787,2022-12-19,6761
907,Masculino,33,143245,Departamento,Casado,4,768,Empresario,Posgrado,2022-09-24,Hogar,8991,2023-01-18,5312
908,Masculino,27,182759,Departamento,Soltero,5,354,Empleado,Preparatoria,2022-10-16,Hogar,5999,2023-02-05,1739
909,Femenino,37,159329,Casa,Divorciado,3,768,Empresario,Universidad,2022-07-03,Auto,8910,2023-01-13,8801
910,Femenino,46,156328,Casa,Soltero,5,812,Empleado,Universidad,2022-08-27,Vida,7523,2022-05-06,4950
911,Femenino,43,879321,Casa,Soltero,2,464,Independiente,Posgrado,2023-02-24,Hogar,1596,2022-07-15,584
912,Femenino,53,672323,Casa,Soltero,1,724,Empresario,Universidad,2022-11-21,Hogar,5193,2022-03-22,4359
913,Femenino,68,248139,Departamento,Divorciado,5,534,Empleado,Universidad,2022-12-09,Auto,5322,2023-03-04,483
914,Masculino,30,850761,Casa,Casado,1,438,Empleado,Preparatoria,2023-02-18,Salud,3293,2022-07-25,3028
915,Femenino,54,984304,Casa,Divorciado,3,727,Empleado,Posgrado,2022-08-14,Vida,8007,2022-03-07,7753
916,Femenino,32,121481,Casa,Casado,2,692,Empleado,Preparatoria,2023-02-07,Hogar,8276,2022-11-13,3209
917,Masculino,54,374693,Casa,Viudo,3,841,Empresario,Posgrado,2022-07-03,Salud,7607,2022-06-26,3682
918,Femenino,61,784725,Casa,Viudo,5,375,Independiente,Posgrado,2022-10-01,Auto,5549,2022-04-08,561
919,Femenino,60,675008,Departamento,Divorciado,5,426,Empleado,Preparatoria,2022-11-26,Hogar,8200,2022-08-22,5052
920,Femenino,66,356024,Departamento,Divorciado,2,373,Empresario,Preparatoria,2023-01-06,Hogar,6032,2022-09-21,3369
921,Masculino,73,536686,Casa,Casado,1,779,Empresario,Preparatoria,2023-02-04,Vida,9275,2023-02-20,6183
922,Femenino,66,341563,Departamento,Soltero,3,776,Empleado,Universidad,2022-07-23,Auto,8598,2023-01-29,1027
923,Femenino,47,426487,Casa,Soltero,2,642,Empresario,Universidad,2023-02-06,Auto,5110,2022-07-06,11
924,Femenino,62,599172,Departamento,Casado,0,425,Empresario,Universidad,2022-06-28,Salud,4407,2023-01-11,4205
925,Masculino,22,398792,Departamento,Divorciado,0,301,Empleado,Universidad,2022-04-05,Auto,1217,2022-03-29,860
926,Masculino,46,145394,Departamento,Casado,0,468,Independiente,Universidad,2023-02-05,Salud,9075,2022-09-11,3494
927,Femenino,65,473890,Departamento,Divorciado,1,364,Empresario,Preparatoria,2022-10-12,Salud,2174,2022-04-22,68
928,Masculino,53,612952,Departamento,Viudo,0,601,Empleado,Posgrado,2022-05-05,Auto,2704,2022-06-12,231
929,Femenino,52,225728,Casa,Soltero,0,837,Empresario,Posgrado,2022-06-18,Auto,5949,2022-04-18,4373
930,Masculino,78,213313,Departamento,Divorciado,0,419,Empleado,Universidad,2023-01-06,Salud,7905,2022-08-08,2051
931,Femenino,38,860168,Casa,Divorciado,5,357,Empleado,Posgrado,2022-03-30,Vida,6332,2022-08-10,5408
932,Masculino,44,86884,Casa,Casado,2,549,Empleado,Posgrado,2022-11-16,Auto,1749,2022-08-13,1601
933,Masculino,61,538077,Casa,Soltero,3,731,Empleado,Universidad,2022-08-20,Hogar,8735,2023-01-18,7611
934,Femenino,62,605728,Casa,Divorciado,2,318,Independiente,Posgrado,2022-10-27,Salud,1356,2023-01-31,978
935,Femenino,24,476890,Casa,Soltero,5,545,Independiente,Posgrado,2023-02-12,Auto,2840,2023-01-07,930
936,Femenino,79,557059,Departamento,Divorciado,4,365,Empleado,Preparatoria,2022-09-26,Salud,3163,2022-10-27,335
937,Femenino,41,22388,Casa,Casado,5,569,Empresario,Posgrado,2022-04-26,Vida,4368,2022-05-28,3951
938,Masculino,77,873888,Departamento,Divorciado,5,667,Independiente,Preparatoria,2022-10-27,Vida,3866,2022-08-16,768
939,Masculino,26,595873,Departamento,Casado,1,601,Empresario,Preparatoria,2023-02-04,Auto,9249,2023-01-08,830
940,Femenino,69,168284,Casa,Casado,4,639,Independiente,Preparatoria,2022-07-10,Auto,3551,2022-08-23,3056
941,Masculino,65,353534,Departamento,Soltero,2,622,Independiente,Preparatoria,2022-05-28,Hogar,9851,2022-05-09,1295
942,Masculino,44,408494,Casa,Soltero,1,492,Independiente,Universidad,2023-02-22,Auto,8673,2023-01-22,347
943,Masculino,78,73832,Casa,Viudo,2,480,Empresario,Posgrado,2022-07-24,Auto,5360,2022-10-18,4845
944,Masculino,35,346437,Casa,Viudo,5,800,Independiente,Preparatoria,2022-12-26,Hogar,3811,2022-08-07,3811
945,Masculino,61,240502,Casa,Soltero,0,839,Independiente,Posgrado,2022-04-17,Salud,2724,2022-09-07,2302
946,Femenino,45,626967,Departamento,Viudo,5,351,Empresario,Preparatoria,2022-09-11,Salud,4096,2022-03-14,2734
947,Femenino,73,205788,Departamento,Viudo,5,434,Independiente,Posgrado,2022-05-04,Vida,9060,2022-07-21,8316
948,Masculino,19,561648,Casa,Soltero,4,416,Empleado,Posgrado,2022-12-15,Hogar,8610,2022-07-21,4323
949,Femenino,29,210364,Departamento,Casado,3,716,Independiente,Posgrado,2022-10-06,Auto,6668,2022-04-18,4444
950,Femenino,70,491911,Casa,Divorciado,5,813,Empresario,Universidad,2022-07-17,Vida,6643,2022-10-18,4822
951,Femenino,29,591776,Departamento,Divorciado,3,740,Empresario,Preparatoria,2022-08-20,Salud,1321,2022-08-02,221
952,Femenino,38,260751,Casa,Viudo,3,659,Empleado,Posgrado,2022-10-09,Hogar,4565,2022-05-03,622
953,Femenino,55,412567,Casa,Viudo,4,577,Empresario,Universidad,2022-09-03,Auto,4746,2022-11-28,343
954,Masculino,22,180076,Departamento,Divorciado,2,668,Empresario,Universidad,2023-02-20,Vida,5958,2022-12-02,4694
955,Femenino,56,642749,Casa,Soltero,4,494,Independiente,Universidad,2022-04-09,Vida,7587,2022-12-21,2774
