ID del cliente,Edad,Ingresos,Número de hijos,Puntuación de crédito,Monto del seguro,start_date,start_date_day,start_date_month,start_date_weekday,target,Sexo_Masculino,Tipo de hogar_Departamento,Estado civil_Divorciado,Estado civil_Soltero,Estado civil_Viudo,Tipo de trabajo_Empresario,Tipo de trabajo_Independiente,Educación_Preparatoria,Educación_Universidad,Tipo de seguro_Hogar,Tipo de seguro_Salud,Tipo de seguro_Vida
682,74,756270,2,436,2454,2023-02-03,3,2,4,0,0,1,1,0,0,0,1,0,0,0,0,0
683,36,374503,0,577,6053,2022-08-07,7,8,6,0,1,1,0,0,1,1,0,1,0,0,1,0
684,66,573519,1,620,7767,2022-12-24,24,12,5,0,0,0,0,1,0,1,0,0,1,0,0,1
685,77,932766,5,431,2402,2022-04-13,13,4,2,1,0,1,0,0,1,1,0,1,0,1,0,0
686,41,482257,4,414,3916,2022-11-29,29,11,1,0,0,1,0,1,0,0,1,1,0,0,1,0
687,77,190316,2,439,2257,2022-07-01,1,7,4,0,1,1,0,0,1,0,1,0,1,0,0,1
688,62,173736,5,373,2496,2022-07-28,28,7,3,0,0,0,0,0,0,0,0,1,0,1,0,0
689,79,729287,3,456,9914,2022-03-07,7,3,0,0,1,1,0,0,0,0,1,0,0,1,0,0
690,18,534907,4,508,8041,2022-03-20,20,3,6,0,0,0,0,1,0,0,0,0,0,0,0,1
691,73,937029,4,437,4401,2022-04-02,2,4,5,0,1,1,0,1,0,1,0,0,0,1,0,0
692,30,884498,0,757,3787,2023-03-03,3,3,4,1,0,0,0,0,1,1,0,1,0,0,0,1
693,72,260155,2,323,1540,2022-12-11,11,12,6,0,0,0,0,0,1,0,0,0,1,0,0,0
694,66,118782,5,574,5052,2022-05-27,27,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0
695,47,611161,5,599,8281,2022-09-16,16,9,4,0,1,0,1,0,0,1,0,0,0,1,0,0
696,41,619175,1,504,2950,2023-02-24,24,2,4,1,0,1,0,0,0,0,1,0,1,1,0,0
697,67,509699,2,773,2727,2022-11-19,19,11,5,0,1,1,1,0,0,1,0,0,1,0,1,0
698,66,204148,3,524,3656,2022-06-18,18,6,5,0,1,0,0,0,0,0,0,0,1,0,0,1
699,40,843237,1,791,7339,2022-08-30,30,8,1,0,0,1,1,0,0,0,0,0,1,0,1,0
700,50,655873,1,783,2188,2022-12-24,24,12,5,0,1,1,0,1,0,0,0,0,0,0,0,0
701,19,740202,2,381,6041,2023-01-01,1,1,6,1,1,0,1,0,0,0,1,0,0,0,0,0
702,67,22980,2,764,5903,2022-12-27,27,12,1,0,0,0,0,1,0,0,0,0,1,0,1,0
703,64,486149,1,653,5722,2022-08-06,6,8,5,0,1,0,0,0,0,0,0,1,0,1,0,0
704,32,18058,2,386,6459,2022-06-13,13,6,0,0,0,1,0,0,1,0,1,0,0,0,1,0
705,31,888590,4,723,8034,2023-02-11,11,2,5,0,0,0,0,1,0,0,1,1,0,1,0,0
706,56,662872,3,780,4878,2022-12-23,23,12,4,0,1,1,0,0,1,0,0,0,0,1,0,0
707,31,916165,5,635,7507,2022-10-15,15,10,5,0,1,1,0,1,0,0,1,0,0,0,1,0
708,41,683042,4,532,8411,2022-07-16,16,7,5,1,0,0,0,0,1,1,0,0,1,1,0,0
709,61,698776,4,664,7276,2022-08-01,1,8,0,0,0,1,1,0,0,0,1,0,1,0,0,1
710,79,169032,5,700,3618,2022-05-03,3,5,1,0,0,1,1,0,0,0,1,0,0,0,0,1
711,77,376529,2,783,1882,2022-12-19,19,12,0,0,0,1,0,1,0,0,1,0,0,0,0,1
712,73,919846,1,537,1504,2022-04-18,18,4,0,0,0,1,0,1,0,0,1,1,0,1,0,0
713,50,104874,1,654,9863,2022-10-01,1,10,5,0,0,0,0,0,0,0,1,0,0,0,1,0
714,19,896507,2,448,9248,2022-10-10,10,10,0,0,0,0,1,0,0,0,0,1,0,0,0,1
715,58,15224,1,323,9441,2022-08-11,11,8,3,0,1,0,0,0,1,0,1,0,1,0,0,1
716,44,10474,1,533,2917,2023-03-01,1,3,2,0,1,1,0,1,0,0,0,0,1,0,0,0
717,26,713868,1,471,1325,2023-02-13,13,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1
718,22,662412,5,602,5409,2022-04-08,8,4,4,1,0,1,0,0,1,0,1,0,0,0,1,0
719,56,320797,3,665,6966,2022-05-24,24,5,1,0,0,1,0,0,0,0,0,1,0,0,0,0
720,21,531758,5,536,5626,2022-10-18,18,10,1,0,0,0,1,0,0,0,1,0,0,0,1,0
721,24,68318,5,723,1336,2022-12-10,10,12,5,0,0,1,0,0,0,0,0,0,1,0,0,0
722,32,580235,0,788,9164,2022-05-28,28,5,5,0,1,0,0,0,1,0,1,1,0,0,0,0
723,53,634441,2,816,6934,2022-04-13,13,4,2,0,0,1,0,0,0,0,1,0,0,0,0,1
724,68,652112,3,780,7900,2022-07-10,10,7,6,0,0,0,1,0,0,1,0,0,0,0,1,0
725,62,102246,4,664,2521,2022-10-31,31,10,0,0,0,1,0,0,1,0,1,1,0,1,0,0
726,19,711497,5,660,2641,2022-11-28,28,11,0,0,1,0,0,0,1,0,0,0,0,0,0,1
727,42,458435,2,519,9297,2023-01-26,26,1,3,0,1,0,0,0,0,0,1,0,1,1,0,0
728,25,610907,4,692,7374,2022-09-24,24,9,5,0,1,0,0,0,0,0,0,0,0,1,0,0
729,43,798858,1,710,8885,2022-11-11,11,11,4,0,0,1,0,1,0,1,0,0,0,1,0,0
730,34,967484,5,319,5898,2023-02-08,8,2,2,0,0,1,1,0,0,0,1,1,0,1,0,0
731,37,899953,1,417,1673,2022-09-02,2,9,4,0,1,0,1,0,0,1,0,0,0,1,0,0
732,74,544731,0,824,5029,2023-02-06,6,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0
733,75,278976,5,674,5909,2022-10-16,16,10,6,1,1,1,0,0,0,1,0,0,1,0,1,0
734,54,476659,4,817,8611,2022-07-01,1,7,4,1,0,0,0,1,0,1,0,0,1,0,0,1
735,73,502385,0,381,5067,2022-05-05,5,5,3,0,0,1,0,0,1,0,0,0,0,0,0,1
736,70,693598,2,762,7820,2023-02-14,14,2,1,1,0,0,1,0,0,1,0,0,0,1,0,0
737,20,559927,5,684,4027,2022-07-16,16,7,5,0,0,0,1,0,0,0,0,0,1,0,1,0
738,47,39231,1,357,2400,2022-09-29,29,9,3,1,1,1,0,0,1,0,0,1,0,0,0,0
739,54,708111,3,340,9182,2022-10-16,16,10,6,1,0,0,0,0,0,0,0,1,0,0,1,0
740,44,933541,2,540,1343,2022-11-12,12,11,5,0,0,0,0,0,1,0,1,1,0,0,0,1
741,28,755895,5,723,5369,2022-04-03,3,4,6,0,1,0,0,0,0,1,0,0,0,1,0,0
742,26,923520,0,584,6104,2023-01-19,19,1,3,1,1,0,0,0,1,0,0,0,1,0,0,1
743,21,571148,1,483,7543,2022-08-26,26,8,4,0,1,1,0,1,0,0,1,0,1,1,0,0
744,65,425799,2,749,9609,2022-07-18,18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
745,41,35067,3,838,7532,2022-04-26,26,4,1,0,1,0,0,0,0,0,1,0,1,1,0,0
746,78,993590,0,512,6029,2022-08-06,6,8,5,0,0,0,1,0,0,0,1,1,0,0,0,1
747,29,697432,1,655,2434,2022-09-12,12,9,0,0,0,1,0,0,0,0,1,1,0,1,0,0
748,26,39343,5,385,6825,2022-07-23,23,7,5,0,1,0,1,0,0,1,0,0,1,0,0,1
749,55,388928,4,542,5485,2022-11-20,20,11,6,0,0,0,1,0,0,0,0,1,0,0,1,0
750,49,942414,5,406,9320,2022-12-06,6,12,1,0,0,0,1,0,0,1,0,0,0,0,0,0
751,51,783539,1,565,8250,2023-01-06,6,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0
752,36,435020,0,616,7728,2023-03-05,5,3,6,0,0,1,1,0,0,1,0,0,1,1,0,0
753,56,257427,0,827,8778,2022-05-16,16,5,0,0,1,0,1,0,0,0,0,0,1,0,0,1
754,51,764639,3,409,4362,2022-08-01,1,8,0,0,1,0,1,0,0,1,0,1,0,0,0,0
755,36,852625,4,333,9589,2022-05-19,19,5,3,0,0,0,1,0,0,0,0,0,0,0,1,0
756,57,166868,2,443,7996,2022-05-17,17,5,1,0,0,1,0,0,1,0,1,0,0,0,0,1
757,75,207188,4,789,7377,2022-04-03,3,4,6,0,0,1,0,0,0,0,0,0,0,0,0,1
758,22,563240,1,788,4045,2023-01-18,18,1,2,1,1,0,0,1,0,0,0,0,1,0,0,0
759,24,24945,5,749,6315,2022-12-24,24,12,5,1,0,0,1,0,0,1,0,0,1,0,1,0
760,65,520750,2,644,1628,2022-03-30,30,3,2,0,1,0,1,0,0,1,0,1,0,0,0,1
761,45,66998,2,648,6111,2022-07-24,24,7,6,0,1,0,0,0,1,1,0,1,0,0,0,1
762,32,176447,0,767,6841,2022-04-28,28,4,3,0,1,1,0,0,0,0,1,0,1,0,0,1
763,54,42890,3,828,5949,2022-08-03,3,8,2,0,1,0,0,0,1,0,1,0,0,0,1,0
764,73,358229,5,743,2987,2023-01-24,24,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0
765,68,325248,0,742,4829,2022-09-03,3,9,5,0,0,0,1,0,0,1,0,0,1,0,0,0
766,68,831038,0,743,1111,2022-08-31,31,8,2,0,1,0,0,1,0,0,0,1,0,0,1,0
767,52,941175,4,628,6832,2022-06-14,14,6,1,0,1,0,1,0,0,1,0,0,0,0,1,0
768,22,804798,4,443,2320,2022-07-10,10,7,6,0,0,0,0,0,1,0,0,0,0,0,0,1
769,52,82537,2,825,4934,2023-02-18,18,2,5,0,1,1,0,1,0,0,1,1,0,0,0,1
770,58,12535,3,649,5555,2022-12-28,28,12,2,1,0,0,0,0,1,0,0,0,0,0,0,1
771,18,347379,5,587,3782,2022-09-24,24,9,5,0,1,0,1,0,0,0,1,0,0,0,1,0
772,78,290845,4,714,5306,2022-05-07,7,5,5,0,1,1,1,0,0,1,0,1,0,0,0,1
773,54,312318,1,650,9024,2023-01-16,16,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0
774,26,562397,0,363,8635,2022-07-06,6,7,2,0,0,1,1,0,0,1,0,0,1,0,0,0
775,60,477031,2,519,1164,2022-11-09,9,11,2,0,0,1,0,0,1,1,0,0,0,0,1,0
776,69,643305,5,573,3646,2022-12-18,18,12,6,0,1,1,0,1,0,1,0,0,0,0,1,0
777,58,263833,3,699,6245,2022-03-27,27,3,6,0,0,1,0,1,0,0,0,0,0,0,0,1
778,50,243246,1,581,3552,2022-09-24,24,9,5,0,0,0,0,1,0,0,0,0,1,0,0,1
779,53,682434,5,324,1402,2022-05-23,23,5,0,0,1,1,0,0,0,0,1,0,0,1,0,0
780,45,510317,2,706,9561,2022-05-31,31,5,1,0,0,1,0,1,0,1,0,1,0,0,0,0
781,24,599785,3,546,6842,2023-01-02,2,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0
782,70,125023,3,508,5498,2022-04-15,15,4,4,1,1,1,0,0,1,1,0,0,1,0,0,1
783,26,84649,1,318,4056,2022-08-03,3,8,2,0,0,0,0,0,1,0,0,0,0,1,0,0
784,33,969335,1,514,7523,2022-04-13,13,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0
785,58,850698,4,844,5445,2022-07-27,27,7,2,1,0,0,0,0,1,0,1,0,1,0,0,0
786,53,256179,4,787,3181,2022-05-26,26,5,3,0,1,1,0,0,1,1,0,0,1,0,0,1
787,21,264815,5,454,8022,2022-12-22,22,12,3,1,0,0,0,0,1,1,0,0,0,0,0,1
788,18,55946,2,792,6959,2023-01-18,18,1,2,0,1,0,1,0,0,0,0,0,0,0,0,1
789,43,239854,1,603,9033,2022-07-19,19,7,1,0,1,1,1,0,0,0,0,0,1,0,0,0
790,56,438862,4,557,2353,2022-03-10,10,3,3,0,1,0,1,0,0,1,0,0,1,0,0,0
791,19,611067,3,417,7049,2022-06-25,25,6,5,0,1,1,0,0,0,1,0,0,0,0,1,0
792,21,932285,4,837,2666,2022-12-25,25,12,6,0,0,0,1,0,0,1,0,0,1,0,1,0
793,69,146884,4,333,5520,2023-01-16,16,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
794,64,14070,4,351,6428,2022-03-07,7,3,0,0,1,1,1,0,0,1,0,0,1,0,0,1
795,47,60269,0,479,7197,2022-06-01,1,6,2,0,1,1,0,0,0,0,1,0,0,0,0,1
796,32,910157,1,732,7944,2022-08-31,31,8,2,0,1,0,0,0,0,0,0,1,0,1,0,0
797,76,517444,3,540,5014,2022-09-25,25,9,6,0,1,0,0,0,0,0,1,0,0,0,0,0
798,32,317249,1,474,7442,2022-05-16,16,5,0,0,0,0,0,1,0,0,1,0,0,0,0,1
799,71,568863,5,615,6241,2022-07-25,25,7,0,0,1,0,0,0,0,0,0,1,0,0,1,0
800,27,103850,4,672,6337,2022-05-30,30,5,0,1,0,0,0,0,0,0,1,0,1,0,1,0
801,28,25991,0,825,6137,2022-10-02,2,10,6,0,0,0,1,0,0,1,0,0,0,0,1,0
802,38,822006,3,709,4397,2022-09-17,17,9,5,0,0,0,0,0,1,0,0,0,1,1,0,0
803,57,362475,1,693,1063,2022-12-04,4,12,6,0,1,1,0,1,0,0,1,1,0,0,0,1
804,69,412014,1,451,5289,2022-12-26,26,12,0,0,1,1,0,0,0,0,1,0,1,1,0,0
805,44,177352,5,601,9140,2023-02-05,5,2,6,0,0,1,0,0,0,0,0,0,1,0,1,0
806,37,210097,4,626,4391,2022-05-30,30,5,0,0,1,0,0,0,1,1,0,0,1,0,1,0
807,77,906241,4,685,3527,2022-04-20,20,4,2,0,0,0,1,0,0,0,1,1,0,1,0,0
808,41,404424,0,374,7087,2022-06-24,24,6,4,0,0,1,1,0,0,0,1,1,0,0,0,1
809,48,277937,0,698,4801,2022-11-07,7,11,0,0,0,1,0,0,1,1,0,0,0,0,1,0
810,18,28742,5,589,6979,2022-08-27,27,8,5,0,1,1,0,0,1,0,1,0,0,0,0,1
811,27,254054,4,594,3048,2023-01-15,15,1,6,0,0,1,0,0,1,0,1,0,0,0,0,1
812,56,220276,0,485,6416,2022-11-02,2,11,2,0,0,1,0,0,1,0,0,0,1,0,1,0
813,71,935054,5,787,8106,2022-10-16,16,10,6,0,1,0,0,1,0,0,0,0,0,1,0,0
814,36,188953,0,511,4397,2022-04-05,5,4,1,0,0,0,0,0,1,1,0,0,0,0,1,0
815,62,104858,4,515,5382,2022-04-13,13,4,2,0,1,1,1,0,0,1,0,0,1,0,0,0
816,47,844990,0,496,6835,2022-10-23,23,10,6,1,1,1,0,0,0,1,0,1,0,0,0,0
817,27,713573,2,360,6542,2022-07-25,25,7,0,0,1,1,0,1,0,0,0,1,0,0,0,0
818,75,760471,3,378,9188,2022-10-30,30,10,6,1,0,1,0,0,0,0,0,1,0,1,0,0
819,76,843334,1,535,1655,2023-02-18,18,2,5,0,0,1,0,1,0,0,0,0,1,0,0,0
820,79,266948,3,382,8291,2022-07-09,9,7,5,1,0,1,0,1,0,0,1,0,0,0,0,1
821,41,836203,2,380,9768,2022-12-04,4,12,6,0,1,0,0,0,0,0,0,1,0,0,0,1
822,62,835200,0,381,8426,2022-03-19,19,3,5,0,1,0,0,0,1,1,0,0,1,0,0,1
823,62,142863,0,361,8008,2022-09-14,14,9,2,0,0,0,0,0,0,1,0,1,0,1,0,0
824,24,634944,3,385,7240,2022-06-11,11,6,5,0,0,0,0,1,0,0,0,0,0,0,1,0
825,69,256909,4,449,9643,2022-03-21,21,3,0,0,0,1,0,0,0,1,0,1,0,0,1,0
826,70,70017,5,350,6878,2022-03-12,12,3,5,0,1,1,0,1,0,0,0,0,0,0,1,0
827,44,636571,3,723,8211,2022-08-15,15,8,0,0,1,0,0,0,0,1,0,0,0,0,0,1
828,66,87453,1,392,5169,2022-09-30,30,9,4,0,0,0,0,0,1,1,0,1,0,0,0,1
829,30,984292,1,330,8534,2022-07-16,16,7,5,0,1,0,0,0,0,0,1,0,1,0,0,0
830,28,768833,1,804,5615,2022-06-02,2,6,3,0,0,1,0,1,0,0,0,1,0,0,0,1
831,76,276360,1,356,9853,2022-04-09,9,4,5,0,1,0,0,0,0,0,1,0,0,0,0,0
832,18,148392,5,488,5398,2022-10-17,17,10,0,0,0,1,0,1,0,0,1,0,1,0,0,1
833,33,270420,0,382,9434,2022-06-08,8,6,2,0,0,1,1,0,0,1,0,0,0,1,0,0
834,35,768535,2,443,3267,2022-06-24,24,6,4,0,0,1,0,1,0,0,1,0,1,1,0,0
835,28,922178,0,646,3254,2022-10-15,15,10,5,0,0,1,0,0,1,1,0,0,0,0,0,1
836,53,754682,1,562,1157,2023-01-01,1,1,6,0,0,1,0,0,0,1,0,0,1,0,0,1
837,30,254437,5,592,4684,2022-11-08,8,11,1,0,1,0,0,0,1,0,1,1,0,1,0,0
838,39,666664,4,462,2267,2023-02-05,5,2,6,0,0,0,0,1,0,0,1,0,0,0,0,1
839,49,480414,2,707,2104,2022-10-30,30,10,6,0,1,1,0,0,0,0,1,0,1,0,1,0
840,50,568062,3,462,2264,2022-05-28,28,5,5,0,1,1,0,0,1,1,0,0,0,0,1,0
841,74,548710,0,315,3347,2022-04-15,15,4,4,1,0,0,0,0,0,1,0,1,0,0,0,1
842,80,65986,0,338,9008,2022-08-09,9,8,1,0,1,0,0,0,0,0,0,0,0,0,0,1
843,70,323672,1,688,5666,2022-05-17,17,5,1,0,0,1,0,0,1,1,0,0,0,0,0,0
844,24,766491,1,850,4837,2022-09-17,17,9,5,0,1,0,0,0,0,0,0,0,0,0,0,0
845,34,468210,4,508,3589,2022-05-30,30,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0
846,27,658986,1,619,5294,2023-02-06,6,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0
847,29,629723,4,618,4289,2022-09-29,29,9,3,0,1,1,1,0,0,0,0,0,0,0,0,0
848,29,254349,3,802,7684,2022-09-18,18,9,6,0,0,1,0,0,0,1,0,0,1,0,0,0
849,36,236076,5,488,7168,2022-10-19,19,10,2,0,0,0,1,0,0,1,0,0,0,1,0,0
850,45,922396,2,358,2922,2022-12-05,5,12,0,0,1,1,0,0,1,0,1,1,0,0,1,0
851,29,494560,5,750,7535,2022-10-29,29,10,5,0,1,0,0,0,0,1,0,1,0,0,1,0
852,26,263734,0,700,9704,2022-09-19,19,9,0,0,0,0,1,0,0,0,1,0,1,0,1,0
853,35,50817,4,530,4893,2023-01-16,16,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1
854,31,564853,3,403,5841,2023-02-04,4,2,5,0,1,1,1,0,0,0,0,0,0,0,0,1
855,77,580441,3,379,3983,2023-01-30,30,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0
856,35,903260,1,577,7367,2022-12-13,13,12,1,0,0,1,0,0,1,0,1,0,0,0,1,0
857,33,117334,4,366,2944,2023-01-21,21,1,5,0,0,1,1,0,0,0,0,0,0,0,0,1
858,76,278162,5,673,8953,2022-06-18,18,6,5,0,0,1,0,1,0,0,0,0,1,0,0,0
859,52,173307,3,644,7686,2022-09-01,1,9,3,0,1,0,0,0,0,1,0,0,1,1,0,0
860,39,479113,4,514,7793,2022-12-28,28,12,2,0,0,0,0,1,0,1,0,0,0,0,0,1
861,48,325609,0,450,3429,2023-02-10,10,2,4,0,1,0,1,0,0,1,0,0,1,0,1,0
862,59,84085,0,704,2481,2022-09-28,28,9,2,1,0,1,0,0,0,0,1,0,1,0,1,0
863,44,961166,4,386,5309,2023-02-21,21,2,1,0,0,1,0,0,0,0,0,1,0,0,0,1
864,47,310168,4,523,1300,2022-11-01,1,11,1,0,0,0,0,0,0,0,0,0,0,0,1,0
865,69,40966,5,606,2580,2022-10-24,24,10,0,0,0,0,0,0,0,1,0,1,0,0,0,0
866,44,463743,1,406,3193,2022-06-03,3,6,4,0,0,0,1,0,0,1,0,0,0,0,1,0
867,64,240877,5,457,1751,2022-07-19,19,7,1,0,1,0,0,0,1,0,1,0,0,1,0,0
868,68,501041,3,556,9161,2022-12-24,24,12,5,1,1,0,0,0,1,1,0,0,0,0,1,0
869,30,114175,2,423,6035,2022-07-06,6,7,2,0,0,0,0,1,0,1,0,1,0,0,0,1
870,44,796026,3,684,3898,2022-11-28,28,11,0,0,0,0,0,0,0,1,0,0,0,0,0,1
871,30,270965,2,756,3660,2022-09-11,11,9,6,1,0,0,0,1,0,1,0,0,1,0,1,0
872,62,508637,0,584,4060,2023-03-04,4,3,5,0,1,1,1,0,0,0,0,1,0,0,1,0
873,59,186797,5,373,8060,2022-09-17,17,9,5,0,1,0,0,0,1,1,0,0,1,0,0,0
874,37,767773,2,739,6410,2022-09-17,17,9,5,1,0,1,0,0,1,0,1,0,1,0,0,1
875,42,494636,5,577,4574,2022-10-21,21,10,4,0,0,0,0,1,0,0,0,1,0,0,0,1
876,60,94363,1,527,9393,2022-10-10,10,10,0,0,1,0,0,0,1,0,0,1,0,1,0,0
877,48,99369,2,567,5978,2022-08-19,19,8,4,0,0,0,0,0,1,0,1,1,0,0,0,1
878,20,104060,4,699,2455,2023-03-04,4,3,5,0,1,0,1,0,0,0,0,1,0,0,0,1
879,53,731407,3,468,2280,2022-10-29,29,10,5,0,0,0,1,0,0,1,0,1,0,0,1,0
880,47,98003,3,487,4494,2022-11-01,1,11,1,0,0,0,0,1,0,0,1,0,0,1,0,0
881,20,63986,2,620,1282,2022-08-13,13,8,5,1,1,1,1,0,0,0,0,1,0,1,0,0
882,57,29675,5,344,2345,2022-11-20,20,11,6,1,0,0,1,0,0,0,0,1,0,0,0,1
883,69,733604,4,793,3718,2022-11-22,22,11,1,0,0,1,1,0,0,1,0,0,0,0,1,0
884,61,482961,1,739,1833,2022-03-27,27,3,6,1,1,1,0,1,0,0,1,0,1,0,1,0
885,65,968972,4,471,7733,2022-09-10,10,9,5,0,0,0,1,0,0,0,1,0,1,0,0,1
886,75,367448,2,842,7704,2022-12-05,5,12,0,0,0,0,0,0,0,1,0,0,0,0,1,0
887,45,704979,3,352,4736,2022-03-09,9,3,2,0,1,1,0,0,0,0,0,0,1,1,0,0
888,52,969962,1,572,2251,2022-11-26,26,11,5,0,0,1,0,0,0,0,0,0,0,1,0,0
889,62,992110,2,420,2935,2022-06-25,25,6,5,0,0,1,1,0,0,0,0,0,0,1,0,0
890,35,652465,0,840,6163,2022-11-17,17,11,3,0,1,1,0,0,0,0,0,0,0,0,0,0
891,72,747578,5,645,4056,2022-10-26,26,10,2,0,1,0,0,0,1,1,0,0,0,1,0,0
892,61,781306,2,724,1137,2023-02-13,13,2,0,0,1,0,0,1,0,0,1,1,0,0,0,1
893,64,268886,4,609,3244,2022-04-12,12,4,1,0,1,1,0,0,0,1,0,0,1,0,0,1
894,18,807280,2,429,9793,2022-10-21,21,10,4,0,0,0,0,0,0,1,0,0,1,0,0,0
895,31,775555,3,780,4250,2022-06-26,26,6,6,0,0,1,0,1,0,1,0,0,0,0,1,0
896,26,552621,2,653,4127,2022-12-14,14,12,2,0,1,1,0,1,0,0,0,1,0,0,1,0
897,19,592627,1,479,5205,2022-09-03,3,9,5,0,0,1,0,0,1,0,0,1,0,0,1,0
898,38,482248,2,312,2890,2022-04-04,4,4,0,0,1,1,1,0,0,0,0,0,1,0,0,0
899,46,983691,5,698,7970,2023-02-10,10,2,4,0,1,1,0,0,1,0,0,1,0,1,0,0
900,64,392909,2,572,5326,2022-11-02,2,11,2,0,1,0,0,1,0,0,1,0,1,0,0,0
901,49,846143,5,808,5244,2022-11-24,24,11,3,0,0,1,0,1,0,0,0,0,0,0,0,0
902,32,814446,0,358,1323,2022-12-13,13,12,1,0,1,1,0,1,0,1,0,0,0,0,0,1
903,45,782607,4,425,9957,2022-08-09,9,8,1,1,1,1,0,1,0,0,0,1,0,0,0,1
904,43,19165,1,412,6711,2022-03-27,27,3,6,0,1,1,1,0,0,0,1,0,1,1,0,0
905,64,907831,2,683,8791,2022-12-04,4,12,6,1,0,1,0,0,0,0,0,0,0,0,0,0
906,32,755445,1,828,9787,2022-11-23,23,11,2,0,0,1,0,0,1,0,1,0,1,0,0,0
907,33,143245,4,768,8991,2022-09-24,24,9,5,1,1,1,0,0,0,1,0,0,0,1,0,0
908,27,182759,5,354,5999,2022-10-16,16,10,6,1,1,1,0,1,0,0,0,1,0,1,0,0
909,37,159329,3,768,8910,2022-07-03,3,7,6,1,0,0,1,0,0,1,0,0,1,0,0,0
910,46,156328,5,812,7523,2022-08-27,27,8,5,0,0,0,0,1,0,0,0,0,1,0,0,1
911,43,879321,2,464,1596,2023-02-24,24,2,4,0,0,0,0,1,0,0,1,0,0,1,0,0
912,53,672323,1,724,5193,2022-11-21,21,11,0,0,0,0,0,1,0,1,0,0,1,1,0,0
913,68,248139,5,534,5322,2022-12-09,9,12,4,1,0,1,1,0,0,0,0,0,1,0,0,0
914,30,850761,1,438,3293,2023-02-18,18,2,5,0,1,0,0,0,0,0,0,1,0,0,1,0
915,54,984304,3,727,8007,2022-08-14,14,8,6,0,0,0,1,0,0,0,0,0,0,0,0,1
916,32,121481,2,692,8276,2023-02-07,7,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0
917,54,374693,3,841,7607,2022-07-03,3,7,6,0,1,0,0,0,1,1,0,0,0,0,1,0
918,61,784725,5,375,5549,2022-10-01,1,10,5,0,0,0,0,0,1,0,1,0,0,0,0,0
919,60,675008,5,426,8200,2022-11-26,26,11,5,0,0,1,1,0,0,0,0,1,0,1,0,0
920,66,356024,2,373,6032,2023-01-06,6,1,4,0,0,1,1,0,0,1,0,1,0,1,0,0
921,73,536686,1,779,9275,2023-02-04,4,2,5,1,1,0,0,0,0,1,0,1,0,0,0,1
922,66,341563,3,776,8598,2022-07-23,23,7,5,1,0,1,0,1,0,0,0,0,1,0,0,0
923,47,426487,2,642,5110,2023-02-06,6,2,0,0,0,0,0,1,0,1,0,0,1,0,0,0
924,62,599172,0,425,4407,2022-06-28,28,6,1,1,0,1,0,0,0,1,0,0,1,0,1,0
925,22,398792,0,301,1217,2022-04-05,5,4,1,0,1,1,1,0,0,0,0,0,1,0,0,0
926,46,145394,0,468,9075,2023-02-05,5,2,6,0,1,1,0,0,0,0,1,0,1,0,1,0
927,65,473890,1,364,2174,2022-10-12,12,10,2,0,0,1,1,0,0,1,0,1,0,0,1,0
928,53,612952,0,601,2704,2022-05-05,5,5,3,0,1,1,0,0,1,0,0,0,0,0,0,0
929,52,225728,0,837,5949,2022-06-18,18,6,5,0,0,0,0,1,0,1,0,0,0,0,0,0
930,78,213313,0,419,7905,2023-01-06,6,1,4,0,1,1,1,0,0,0,0,0,1,0,1,0
931,38,860168,5,357,6332,2022-03-30,30,3,2,0,0,0,1,0,0,0,0,0,0,0,0,1
932,44,86884,2,549,1749,2022-11-16,16,11,2,0,1,0,0,0,0,0,0,0,0,0,0,0
933,61,538077,3,731,8735,2022-08-20,20,8,5,1,1,0,0,1,0,0,0,0,1,1,0,0
934,62,605728,2,318,1356,2022-10-27,27,10,3,1,0,0,1,0,0,0,1,0,0,0,1,0
935,24,476890,5,545,2840,2023-02-12,12,2,6,1,0,0,0,1,0,0,1,0,0,0,0,0
936,79,557059,4,365,3163,2022-09-26,26,9,0,0,0,1,1,0,0,0,0,1,0,0,1,0
937,41,22388,5,569,4368,2022-04-26,26,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1
938,77,873888,5,667,3866,2022-10-27,27,10,3,0,1,1,1,0,0,0,1,1,0,0,0,1
939,26,595873,1,601,9249,2023-02-04,4,2,5,1,1,1,0,0,0,1,0,1,0,0,0,0
940,69,168284,4,639,3551,2022-07-10,10,7,6,0,0,0,0,0,0,0,1,1,0,0,0,0
941,65,353534,2,622,9851,2022-05-28,28,5,5,0,1,1,0,1,0,0,1,1,0,1,0,0
